canonical_key,artist,track,status_before,status_after,old_watch_url,new_watch_url,resolver_reason
sp:1GCbc1vpkZA2zhjsSFhmHT,Lily Allen,Fuck You,manual_override_pending_validation,manual_override_applied,https://www.youtube.com/watch?v=yFE6qQ3ySXE,https://www.youtube.com/watch?v=E5iUvpjii14,user_confirmed_resolver_output
