canonical_key,artist,track,old_watch_url,old_video_id,new_watch_url,new_video_id,status,resolver_reason
sp:7mkT9kS25nUIoNkm02Ww0n,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",https://www.youtube.com/watch?v=pjTj-_55WZ8,pjTj-_55WZ8,https://www.youtube.com/watch?v=pjTj-_55WZ8,pjTj-_55WZ8,unplayable_resolver_returned_unplayable,"cache hit: Rudimental - These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Official Video] | Rudimental | views=542,409,680"
sp:30U858jspmM5gcFlCGm3Ar,Willy William,"Mambo (feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz)",https://www.youtube.com/watch?v=wEX7OjfgOsg,wEX7OjfgOsg,https://www.youtube.com/watch?v=57NZRQhMpLA,57NZRQhMpLA,unplayable_replaced_by_resolver,"cache hit: Steve Aoki & Willy William - Mambo feat. Sean Paul, El Alfa, Sfera Ebbasta & Play-N-Skillz | Infinite Sean Paul | views=1,464"
sp:0mGcsaIOK2wL7ECV3BN5XD,CKay,"WATAWI (feat. Davido, Focalistic & Abidoza)",https://www.youtube.com/watch?v=LXbPRyvGBYM,LXbPRyvGBYM,https://www.youtube.com/watch?v=LXbPRyvGBYM,LXbPRyvGBYM,kept_direct_playable,
sp:2hrUO4drrO63i7FYbCLBl2,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),https://www.youtube.com/watch?v=papuvlVeZg8,papuvlVeZg8,https://www.youtube.com/watch?v=papuvlVeZg8,papuvlVeZg8,unplayable_resolver_returned_unplayable,"cache hit: Clean Bandit - Rockabye (feat. Sean Paul & Anne-Marie) [Official Video] | Clean Bandit | views=3,162,475,214"
sp:0FZ4Dmg8jJJAPJnvBIzD9z,Kodak Black,ZEZE (feat. Travis Scott & Offset),https://www.youtube.com/watch?v=EfHNIPXTxy0,EfHNIPXTxy0,https://www.youtube.com/watch?v=EfHNIPXTxy0,EfHNIPXTxy0,unplayable_resolver_returned_unplayable,"cache hit: Kodak Black - ZEZE (feat. Travis Scott & Offset) [Official Music Video] | Kodak Black | views=109,771,087"
sp:1dg3qy5DjoJodawfOCgrTP,Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),https://www.youtube.com/watch?v=ML-iBsCUDg8,ML-iBsCUDg8,https://www.youtube.com/watch?v=ML-iBsCUDg8,ML-iBsCUDg8,unplayable_resolver_returned_unplayable,"cache hit: Lil Tjay - Run It Up (Feat. Offset & Moneybagg Yo) [Official Video] | Lil Tjay | views=60,430,759"
sp:4QPEwDdOMhY7rNS05mTyMR,Stormzy,Own It (feat. Ed Sheeran & Burna Boy),https://www.youtube.com/watch?v=eYwbGaSurCQ,eYwbGaSurCQ,https://www.youtube.com/watch?v=eYwbGaSurCQ,eYwbGaSurCQ,unplayable_resolver_returned_unplayable,"cache hit: STORMZY - OWN IT (feat. ED SHEERAN & BURNA BOY) | Stormzy | views=126,045,794"
sp:2FWquqPNxte8iqZ3ATQG0p,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),https://www.youtube.com/watch?v=lT7Q93fy1us,lT7Q93fy1us,https://www.youtube.com/watch?v=lT7Q93fy1us,lT7Q93fy1us,kept_direct_playable,
sp:0UaMYEvWZi0ZqiDOoHU3YI,Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),https://www.youtube.com/watch?v=na7lIb09898,na7lIb09898,https://www.youtube.com/watch?v=na7lIb09898,na7lIb09898,unplayable_resolver_returned_unplayable,"cache hit: Missy Elliott - Lose Control (feat. Ciara & Fat Man Scoop) [Official Music Video] | Missy Elliott | views=108,479,572"
sp:0wokdbjRBEVknN1c6FBf9S,Elevation Worship,LION (feat. Chris Brown & Brandon Lake),https://www.youtube.com/watch?v=2go_dOJVwc4,2go_dOJVwc4,https://www.youtube.com/watch?v=2go_dOJVwc4,2go_dOJVwc4,kept_direct_playable,
sp:50DMJJpAeQv4fIpxZvQz2e,All Time Low,Monsters (feat. Demi Lovato and blackbear),https://www.youtube.com/watch?v=NlnwXIigAAs,NlnwXIigAAs,https://www.youtube.com/watch?v=NlnwXIigAAs,NlnwXIigAAs,kept_direct_playable,
sp:3xGD5KhnizETt7KQwxtUAc,Gemitaiz,Senza Di Me (feat. Venerus & Franco126),https://www.youtube.com/watch?v=P2bNdwdvnaw,P2bNdwdvnaw,https://www.youtube.com/watch?v=P2bNdwdvnaw,P2bNdwdvnaw,kept_direct_playable,
sp:1boHm9rjmvzxpJASd9dnGK,Twista,Slow Jamz (feat. Kanye West & Jamie Foxx),https://www.youtube.com/watch?v=jI-w4gvkCkQ,jI-w4gvkCkQ,https://www.youtube.com/watch?v=raWSH1KrgFI,raWSH1KrgFI,unplayable_resolver_returned_unplayable,reranked resolver candidate: Slow Jamz | TWISTA
sp:4lxTmHPgoRWwM9QisWobJL,Latto,FTCU (feat. GloRilla & Gangsta Boo),https://www.youtube.com/watch?v=mkHQDPch6fo,mkHQDPch6fo,https://www.youtube.com/watch?v=mkHQDPch6fo,mkHQDPch6fo,unplayable_resolver_returned_unplayable,"cache hit: Latto - FTCU (Official Video) ft. GloRilla, Gangsta Boo | Latto | views=6,049,568"
sp:6Dy1jexKYriXAVG6evyUTJ,Jax Jones,OUT OUT (feat. Charli XCX & Saweetie),https://www.youtube.com/watch?v=zqyEwjFid0c,zqyEwjFid0c,https://www.youtube.com/watch?v=Yk7u5yHth_c,Yk7u5yHth_c,unplayable_replaced_by_resolver,"cache hit: Joel Corry x Jax Jones - OUT OUT (feat. Charli XCX & Saweetie) [Official Video] | Joel Corry | views=8,928,980"
sp:4lqEFIB9YZl8BwR99L5H3b,Mustard,In My Room (feat. Ty Dolla $ign & Tyga),https://www.youtube.com/watch?v=3G32BQ3JJ1c,3G32BQ3JJ1c,https://www.youtube.com/watch?v=3G32BQ3JJ1c,3G32BQ3JJ1c,kept_direct_playable,
sp:4UTJRQlIDvePxa6deMMk4j,Kirk Franklin,Kingdom (feat. Naomi Raine & Chandler Moore),https://www.youtube.com/watch?v=13PYVofBFRc,13PYVofBFRc,https://www.youtube.com/watch?v=13PYVofBFRc,13PYVofBFRc,kept_direct_playable,
sp:27g5G3TW90FSm3YxclYpAs,Popcaan,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),https://www.youtube.com/watch?v=5N8YRren5Z4,5N8YRren5Z4,https://www.youtube.com/watch?v=5N8YRren5Z4,5N8YRren5Z4,kept_direct_playable,
sp:2WWfjbHALIb3e7FMcj9mr4,ODESZA,Line Of Sight (feat. WYNNE & Mansionair),https://www.youtube.com/watch?v=8ayH60ET4U0,8ayH60ET4U0,https://www.youtube.com/watch?v=8ayH60ET4U0,8ayH60ET4U0,kept_direct_playable,
sp:5OkYfk72CNL8XLqa3gp9q7,Freddie Gibbs,"Something to Rap About (feat. Tyler, The Creator)",https://www.youtube.com/watch?v=POw27Wug4wo,POw27Wug4wo,https://www.youtube.com/watch?v=POw27Wug4wo,POw27Wug4wo,kept_direct_playable,
sp:4t9q80lwmctzfRsJDLQAHg,Kirk Franklin,Fear is Not My Future (feat. Brandon Lake & Chandler Moore),https://www.youtube.com/watch?v=ulFGXnASE4Q,ulFGXnASE4Q,https://www.youtube.com/watch?v=ulFGXnASE4Q,ulFGXnASE4Q,unplayable_resolver_returned_unplayable,"cache hit: Fear is Not My Future (feat. Brandon Lake & Chandler Moore) | Maverick City Music x Kirk Franklin | TRIBL and Kirk Franklin | views=4,619,432"
sp:6OuY2Mj8h5W85TVf96Uyl7,Tom Morello,Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),https://www.youtube.com/watch?v=MVPhocHKRm8,MVPhocHKRm8,https://www.youtube.com/watch?v=MVPhocHKRm8,MVPhocHKRm8,kept_direct_playable,
sp:2LxdNADWier3MKTei8FbOY,Oliver Heldens,I Was Made For Lovin' You (feat. Nile Rodgers & House Gospel Choir),https://www.youtube.com/watch?v=UIA3UhwTYUc,UIA3UhwTYUc,https://www.youtube.com/watch?v=UIA3UhwTYUc,UIA3UhwTYUc,kept_direct_playable,
sp:0KoiMHhqKLoL4xM54rcWYY,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",https://www.youtube.com/watch?v=ixkoVwKQaJg,ixkoVwKQaJg,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:1jYiIOC5d6soxkJP81fxq2,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",https://www.youtube.com/watch?v=weeI1G46q0o,weeI1G46q0o,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:4QNpBfC0zvjKqPJcyqBy9W,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",https://www.youtube.com/watch?v=EPo5wWmKEaI,EPo5wWmKEaI,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:4COGASZEbAxmH6k5gYMo6G,Jon Z,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",https://www.youtube.com/watch?v=VEDwgvdXUF4,VEDwgvdXUF4,https://www.youtube.com/watch?v=VEDwgvdXUF4,VEDwgvdXUF4,kept_direct_playable,
sp:4X5f3vT8MRuXF68pfjNte5,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",https://www.youtube.com/watch?v=liZm1im2erU,liZm1im2erU,https://www.youtube.com/watch?v=liZm1im2erU,liZm1im2erU,kept_direct_playable,
sp:0ZNrc4kNeQYD9koZ3KvCsy,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",https://www.youtube.com/watch?v=z61GFxVD8K4,z61GFxVD8K4,https://www.youtube.com/watch?v=z61GFxVD8K4,z61GFxVD8K4,unplayable_resolver_returned_unplayable,"cache hit: YG - Big Bank ft. 2 Chainz, Big Sean, Nicki Minaj (Official Music Video) | YG | views=234,773,563"
sp:7ACW7VpgoKmfM1sKo15UhX,Nardo Wick,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",https://www.youtube.com/watch?v=U2SNwtE-0Us,U2SNwtE-0Us,https://www.youtube.com/watch?v=U2SNwtE-0Us,U2SNwtE-0Us,kept_direct_playable,
sp:1otG6j1WHNvl9WgXLWkHTo,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",https://www.youtube.com/watch?v=9f5zD7ZSNpQ,9f5zD7ZSNpQ,https://www.youtube.com/watch?v=9f5zD7ZSNpQ,9f5zD7ZSNpQ,kept_direct_playable,
sp:2N3U8uTYhjX2KwGT0pf5x0,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",https://www.youtube.com/watch?v=UtZBA1bVbcs,UtZBA1bVbcs,https://www.youtube.com/watch?v=UtZBA1bVbcs,UtZBA1bVbcs,kept_direct_playable,
sp:12PNcnMsjsZ3eHm62t8hiy,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",https://www.youtube.com/watch?v=GGXzlRoNtHU,GGXzlRoNtHU,https://www.youtube.com/watch?v=GGXzlRoNtHU,GGXzlRoNtHU,kept_direct_playable,
sp:7IAXZyP3QSuvd5NQNOOYQB,Far East Movement,"Freal Luv (feat. Marshmello, Chanyeol & Tinashe)",https://www.youtube.com/watch?v=BWDqy0zZAsY,BWDqy0zZAsY,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:19NHUhKO0q6Z2wX6yyGpap,Alex Zurdo,"A Pesar de Mí (feat. Un Corazón, Abby Valdez, Indiomar)",https://www.youtube.com/watch?v=Zcv9COf0rkU,Zcv9COf0rkU,https://www.youtube.com/watch?v=Zcv9COf0rkU,Zcv9COf0rkU,kept_direct_playable,
sp:0VeY09ocN1OPvmvKrRd5q3,Too $hort,"Ain't My Girlfriend (feat. Ty Dolla $ign, French Montana, Joyner Lucas & Jeremih)",https://www.youtube.com/watch?v=M-_s8c_URQU,M-_s8c_URQU,https://www.youtube.com/watch?v=M-_s8c_URQU,M-_s8c_URQU,kept_direct_playable,
sp:6SI4JD7iyQ0rrudhCNtMv0,Raekwon,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",https://www.youtube.com/watch?v=jgh10of6DKA,jgh10of6DKA,https://www.youtube.com/watch?v=jgh10of6DKA,jgh10of6DKA,unplayable_resolver_returned_unplayable,"cache hit: Raekwon - Ice Cream (Official HD Video) ft. Ghostface Killah, Method Man, Cappadonna | Raekwon | views=36,119,645"
sp:3ZgQhe1Sv7mnQjpVTJnOFp,E-40,"Captain Save a Hoe (feat. The Click, D-Shot, B-Legit & Suga T)",https://www.youtube.com/watch?v=_7vQSPBtwyc,_7vQSPBtwyc,https://www.youtube.com/watch?v=_7vQSPBtwyc,_7vQSPBtwyc,kept_direct_playable,
sp:5sxRbu2Oi9lgmLO8taA3Rf,Joey Bada$$,"327 (feat. Tyler, The Creator & Billie Essco)",https://www.youtube.com/watch?v=kmhgibIoJj0,kmhgibIoJj0,https://www.youtube.com/watch?v=kmhgibIoJj0,kmhgibIoJj0,unplayable_resolver_returned_unplayable,"cache hit: Westside Gunn & Joey Bada$$ - 327 (ft. Tyler, The Creator & Billie Essco) (Audio) | Griselda Records | views=2,708,238"
sp:04jxZHjzLOknmIJSgjefyZ,DJ Premier,"Headlines (feat. Westside Gunn, Conway & Benny)",https://www.youtube.com/watch?v=OKKewhmBhAo,OKKewhmBhAo,https://www.youtube.com/watch?v=OKKewhmBhAo,OKKewhmBhAo,kept_direct_playable,
sp:4midGjEpVz0mYkIdQMFX3l,Geolier,CHIAGNE (feat. Lazza & Takagi & Ketra),https://www.youtube.com/watch?v=LvXWeSPruHM,LvXWeSPruHM,https://www.youtube.com/watch?v=LvXWeSPruHM,LvXWeSPruHM,kept_direct_playable,
sp:6g5ov3aSDUvvDkQKIcmZQI,Wyclef Jean,"Guantanamera (feat. Ms. Lauryn Hill, Celia Cruz & Jeni Fujita)",https://www.youtube.com/watch?v=mSdpLMRTwA8,mSdpLMRTwA8,https://www.youtube.com/watch?v=mSdpLMRTwA8,mSdpLMRTwA8,unplayable_resolver_returned_unplayable,"cache hit: Wyclef Jean - Guantanamera (Official Video) ft. Ms. Lauryn Hill, Celia Cruz, Jeni Fujita | Wyclef Jean | views=7,271,742"
sp:1xuYajTJZh8zZrPRmUaagf,Calle 13,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",https://www.youtube.com/watch?v=Jgq3DPuouJE,Jgq3DPuouJE,https://www.youtube.com/watch?v=Jgq3DPuouJE,Jgq3DPuouJE,kept_direct_playable,
sp:2zjGJ0dChMR0KxBZS15aqo,Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",https://www.youtube.com/watch?v=zae7TRWFs2w,zae7TRWFs2w,https://www.youtube.com/watch?v=tQuJFJCtvPs,tQuJFJCtvPs,unplayable_resolver_returned_unplayable,"cache hit: Mustard – Baguettes In The Face feat. NAV, Playboi Carti, A Boogie wit da Hoodie (Audio) | Mustard | views=28,157,230"
sp:6JVroX8e45PFqUKuVkLgPs,DJ Drama,"My Moment (feat. 2 Chainz, Meek Mill and Jeremih)",https://www.youtube.com/watch?v=oA526TjFRjY,oA526TjFRjY,https://www.youtube.com/watch?v=uBnUgq_GNiI,uBnUgq_GNiI,unplayable_resolver_returned_unplayable,"cache hit: DJ Drama - My Moment (Official Video)(Clean) ft. 2 Chainz, Meek Mill, Jeremih | DJ Drama | views=14,316,690"
sp:2gcuuCGQ9xU3fMsbChH6Sv,Peter Fox,"Zukunft Pink - ALLIANCE REMIX (feat. Focalistic, Kwam.E, ALBI X, Willy Will, Awa Khiwe, Benji Asare, Inéz)",https://www.youtube.com/watch?v=7CWF4WT46pI,7CWF4WT46pI,https://www.youtube.com/watch?v=7CWF4WT46pI,7CWF4WT46pI,kept_direct_playable,
sp:1FayZGI8Bm3R0sKWNsm1gV,The Game,"Talk To Me Nice (Feat. Meek Mill, Moneybagg Yo & Blxst)",https://www.youtube.com/watch?v=GLgfqu5DKwM,GLgfqu5DKwM,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:2y6Ty2NPAsP84XJAtzLxuk,j-hope,Chicken Noodle Soup (feat. Becky G),https://www.youtube.com/watch?v=i23NEQEFpgQ,i23NEQEFpgQ,https://www.youtube.com/watch?v=i23NEQEFpgQ,i23NEQEFpgQ,unplayable_resolver_returned_unplayable,"cache hit: j-hope 'Chicken Noodle Soup (feat. Becky G)' MV | HYBE LABELS | views=423,197,318"
sp:6sI8Q7TTJeA9exw6hxEqq3,MAX,Blueberry Eyes (feat. SUGA of BTS),https://www.youtube.com/watch?v=TzFRVk2ektI,TzFRVk2ektI,https://www.youtube.com/watch?v=TzFRVk2ektI,TzFRVk2ektI,kept_direct_playable,
sp:37FXw5QGFN7uwwsLy8uAc0,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),https://www.youtube.com/watch?v=3AtDnEC4zak,3AtDnEC4zak,https://www.youtube.com/watch?v=3AtDnEC4zak,3AtDnEC4zak,kept_direct_playable,
sp:5Odq8ohlgIbQKMZivbWkEo,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),https://www.youtube.com/watch?v=a7GITgqwDVg,a7GITgqwDVg,https://www.youtube.com/watch?v=a7GITgqwDVg,a7GITgqwDVg,kept_direct_playable,
sp:7GNRUsU3M4XNDDB9xle5Dz,PSY,That That (prod. & feat. SUGA of BTS),https://www.youtube.com/watch?v=8dJyRm2jJ-U,8dJyRm2jJ-U,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:1j6xOGusnyXq3l6IryKF3G,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),https://www.youtube.com/watch?v=y7d9VLRO3vc,y7d9VLRO3vc,https://www.youtube.com/watch?v=y7d9VLRO3vc,y7d9VLRO3vc,unplayable_resolver_returned_unplayable,"cache hit: Piso 21 - Déjala Que Vuelva (feat. Manuel Turizo) [Video Oficial] | Piso 21 | views=2,251,559,639"
sp:3NuK5xMlSlB6K2Qp16zf3h,Clean Bandit,Solo (feat. Demi Lovato),https://www.youtube.com/watch?v=8JnfIa84TnU,8JnfIa84TnU,https://www.youtube.com/watch?v=8JnfIa84TnU,8JnfIa84TnU,kept_direct_playable,
sp:2Rk4JlNc2TPmZe2af99d45,Panic! At The Disco,ME! (feat. Brendon Urie of Panic! At The Disco),https://www.youtube.com/watch?v=FuXNumBwDOM,FuXNumBwDOM,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:4e4fqjx0Izh4svvTef1z7e,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),https://www.youtube.com/watch?v=zDo0H8Fm7d0,zDo0H8Fm7d0,https://www.youtube.com/watch?v=zDo0H8Fm7d0,zDo0H8Fm7d0,unplayable_resolver_returned_unplayable,reranked resolver candidate: Bebe Rexha - Meant to Be (feat. Florida Georgia Line) [Official Music Video] | Bebe Rexha
sp:5tf1VVWniHgryyumXyJM7w,Robin Schulz,Sugar (feat. Francesco Yates),https://www.youtube.com/watch?v=bvC_0foemLY,bvC_0foemLY,https://www.youtube.com/watch?v=bvC_0foemLY,bvC_0foemLY,kept_direct_playable,
sp:6lV2MSQmRIkycDScNtrBXO,B.o.B,Airplanes (feat. Hayley Williams of Paramore),https://www.youtube.com/watch?v=kn6-c223DUU,kn6-c223DUU,https://www.youtube.com/watch?v=kn6-c223DUU,kn6-c223DUU,unplayable_resolver_returned_unplayable,"cache hit: B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video] | B.o.B | views=751,125,149"
sp:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap,679 (feat. Remy Boyz),https://www.youtube.com/watch?v=Pzz4Z-O7710,Pzz4Z-O7710,https://www.youtube.com/watch?v=Pzz4Z-O7710,Pzz4Z-O7710,kept_direct_playable,
sp:59dLtGBS26x7kc0rHbaPrq,B.o.B,Nothin' on You (feat. Bruno Mars),https://www.youtube.com/watch?v=8PTDv_szmL0,8PTDv_szmL0,https://www.youtube.com/watch?v=8PTDv_szmL0,8PTDv_szmL0,kept_direct_playable,
sp:20BOju91NaEFK5Py4VJ2pp,Saweetie,Best Friend (feat. Doja Cat),https://www.youtube.com/watch?v=_xJUCsyMQes,_xJUCsyMQes,https://www.youtube.com/watch?v=_xJUCsyMQes,_xJUCsyMQes,kept_direct_playable,
sp:0CAfXk7DXMnon4gLudAp7J,Flo Rida,Low (feat. T-Pain),https://www.youtube.com/watch?v=U2waT9TxPU0,U2waT9TxPU0,https://www.youtube.com/watch?v=U2waT9TxPU0,U2waT9TxPU0,kept_direct_playable,
sp:1WoOzgvz6CgH4pX6a1RKGp,Fetty Wap,My Way (feat. Monty),https://www.youtube.com/watch?v=YS-5oD2Y4Wk,YS-5oD2Y4Wk,https://www.youtube.com/watch?v=YS-5oD2Y4Wk,YS-5oD2Y4Wk,kept_direct_playable,
sp:1O9FJyTicBMSqIv0RLRy4i,Paulo Londra,A Veces (feat. Feid),https://www.youtube.com/watch?v=4z5F83gytbI,4z5F83gytbI,https://www.youtube.com/watch?v=4z5F83gytbI,4z5F83gytbI,kept_direct_playable,
sp:2fO3YS5ACT08fn42bBd3HA,INNA,Cola Song (feat. J Balvin),https://www.youtube.com/watch?v=Yz2658gzOuM,Yz2658gzOuM,https://www.youtube.com/watch?v=Yz2658gzOuM,Yz2658gzOuM,kept_direct_playable,
sp:1DMYEiuAgz1OKvANXiNFrN,PARTYNEXTDOOR,Recognize (feat. Drake),https://www.youtube.com/watch?v=WsPfSXJaelk,WsPfSXJaelk,https://www.youtube.com/watch?v=WsPfSXJaelk,WsPfSXJaelk,kept_direct_playable,
sp:0kYMwaQWABTkFff8AZjmYI,Mother Mother,Hayloft II,https://www.youtube.com/watch?v=v8ZAVruZ63M,v8ZAVruZ63M,https://www.youtube.com/watch?v=v8ZAVruZ63M,v8ZAVruZ63M,unplayable_resolver_returned_unplayable,"cache hit: Mother Mother - Hayloft II (Official Music Video) | Mother Mother | views=17,467,423"
sp:0Ult84lvFuqNvbyXwyRQ58,Clean Bandit,I Miss You (feat. Julia Michaels),https://www.youtube.com/watch?v=uZs1AHQBz24,uZs1AHQBz24,https://www.youtube.com/watch?v=uZs1AHQBz24,uZs1AHQBz24,unplayable_resolver_returned_unplayable,"cache hit: Clean Bandit - I Miss You (feat. Julia Michaels) [Official Video] | Clean Bandit | views=156,129,190"
sp:5pAbCxt9e3f81lOmjIXwzd,Jorja Smith,Be Honest (feat. Burna Boy),https://www.youtube.com/watch?v=hQsZUVMwEls,hQsZUVMwEls,https://www.youtube.com/watch?v=B1DplAALWmg,B1DplAALWmg,unplayable_replaced_by_resolver,"cache hit: Jorja Smith - Be Honest (Official Audio) ft. Burna Boy | Jorja Smith | views=267,232"
sp:5INgNRiLfTyTGTXt3eIr2r,PSY,GANJI (feat. Jessi),https://www.youtube.com/watch?v=ch9z382fOU4,ch9z382fOU4,https://www.youtube.com/watch?v=ch9z382fOU4,ch9z382fOU4,kept_direct_playable,
sp:5z51HY4ei5QhTjcvwq5Msw,Wale,On Chill (feat. Jeremih),https://www.youtube.com/watch?v=iX9ICUr1yEw,iX9ICUr1yEw,https://www.youtube.com/watch?v=iX9ICUr1yEw,iX9ICUr1yEw,kept_direct_playable,
sp:1dIWPXMX4kRHj6Dt2DStUQ,Blxst,Chosen (feat. Ty Dolla $ign),https://www.youtube.com/watch?v=kUhHdASVjGs,kUhHdASVjGs,https://www.youtube.com/watch?v=kUhHdASVjGs,kUhHdASVjGs,unplayable_resolver_returned_unplayable,"cache hit: Blxst - Chosen (feat. Ty Dolla $ign & Tyga) [Official Music Video] | BLXST | views=129,988,174"
sp:0Odu228D0yGcFySGuxU4rY,Tory Lanez,The Take (feat. Chris Brown),https://www.youtube.com/watch?v=1QQTT5tktH4,1QQTT5tktH4,https://www.youtube.com/watch?v=1QQTT5tktH4,1QQTT5tktH4,kept_direct_playable,
sp:1roCmBlcpV7LzsmB7pmCyt,Alec Benjamin,Let Me Down Slowly (feat. Alessia Cara),https://www.youtube.com/watch?v=PKonqhZ5PsA,PKonqhZ5PsA,https://www.youtube.com/watch?v=PKonqhZ5PsA,PKonqhZ5PsA,kept_direct_playable,
sp:7lhuM9WUqdThw72dCBRmQW,Orelsan,Rêves bizarres (feat. Damso),https://www.youtube.com/watch?v=iXzBdNjpYw0,iXzBdNjpYw0,https://www.youtube.com/watch?v=iXzBdNjpYw0,iXzBdNjpYw0,unplayable_resolver_returned_unplayable,"cache hit: OrelSan - Rêves bizarres (feat. Damso) [CLIP OFFICIEL] | orelsan | views=66,108,237"
sp:2RRpaU7jFVcwo23pthdnBv,Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),https://www.youtube.com/watch?v=lPx0n6X0d8g,lPx0n6X0d8g,https://www.youtube.com/watch?v=pqLqag3WI5o,pqLqag3WI5o,unplayable_replaced_by_resolver,"cache hit: Ofenbach & Quarterhead – Head Shoulders Knees & Toes (feat Norma Jean Martine)[Official Music Video] | Ofenbach | views=20,368,382"
sp:4NKQTbmiBtm1MwqBbQQhpM,Jay Park,DRIVE (Feat. GRAY),https://www.youtube.com/watch?v=8HFxbY8YvDk,8HFxbY8YvDk,https://www.youtube.com/watch?v=8HFxbY8YvDk,8HFxbY8YvDk,kept_direct_playable,
sp:2rjjNUYONZqC7wSd1i6OFq,Lizzo,Good as Hell (feat. Ariana Grande),https://www.youtube.com/watch?v=G5xa-XAvErw,G5xa-XAvErw,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:3MEruRteiUZXkStfTlZqRn,Saweetie,Back to the Streets (feat. Jhené Aiko),https://www.youtube.com/watch?v=n7JigFZ-iZQ,n7JigFZ-iZQ,https://www.youtube.com/watch?v=n7JigFZ-iZQ,n7JigFZ-iZQ,unplayable_resolver_returned_unplayable,"cache hit: Saweetie - Back to the Streets (feat. Jhené Aiko) [Official Music Video] | Official Saweetie | views=42,963,142"
sp:4dHdqpGaO9km4TEw9nNQSR,Ricky Montgomery,Line Without a Hook (feat. mxmtoon),https://www.youtube.com/watch?v=TM-LcROZaFs,TM-LcROZaFs,https://www.youtube.com/watch?v=TM-LcROZaFs,TM-LcROZaFs,kept_direct_playable,
sp:6ZRuF2n1CQxyxxAAWsKJOy,Kehlani,Nights Like This (feat. Ty Dolla $ign),https://www.youtube.com/watch?v=I99qCuWx1mI,I99qCuWx1mI,,,unplayable_no_resolver_match,"cache hit: search request failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>"
sp:1wea451SlpJfqRy4YVK867,Logic,Wake Up (feat. Lucy Rose),https://www.youtube.com/watch?v=WfZJ6wgWBd0,WfZJ6wgWBd0,https://www.youtube.com/watch?v=WfZJ6wgWBd0,WfZJ6wgWBd0,kept_direct_playable,
sp:706ZrLifsm0nwlucKr4kQg,$NOT,Like Me (feat. iann dior),https://www.youtube.com/watch?v=SA9binN4wJs,SA9binN4wJs,https://www.youtube.com/watch?v=SA9binN4wJs,SA9binN4wJs,kept_direct_playable,
sp:6GnhWMhgJb7uyiiPEiEkDA,Mac Miller,Weekend (feat. Miguel),https://www.youtube.com/watch?v=N29-54dhVHg,N29-54dhVHg,https://www.youtube.com/watch?v=N29-54dhVHg,N29-54dhVHg,kept_direct_playable,
